,0,1,2,3,4,5,6,7,8
90,125,,Albania,41.1533,20.1683,2020-02-22,0.0,0.0,0.0
91,126,,Albania,41.1533,20.1683,2020-02-23,0.0,0.0,0.0
92,127,,Albania,41.1533,20.1683,2020-02-24,0.0,0.0,0.0
93,128,,Albania,41.1533,20.1683,2020-02-25,0.0,0.0,0.0
94,129,,Albania,41.1533,20.1683,2020-02-26,0.0,0.0,0.0
95,130,,Albania,41.1533,20.1683,2020-02-27,0.0,0.0,0.0
96,131,,Albania,41.1533,20.1683,2020-02-28,0.0,0.0,0.0
97,132,,Albania,41.1533,20.1683,2020-02-29,0.0,0.0,0.0
98,133,,Albania,41.1533,20.1683,2020-03-01,0.0,0.0,0.0
99,134,,Albania,41.1533,20.1683,2020-03-02,0.0,0.0,0.0
100,135,,Albania,41.1533,20.1683,2020-03-03,0.0,0.0,0.0
101,136,,Albania,41.1533,20.1683,2020-03-04,0.0,0.0,0.0
102,137,,Albania,41.1533,20.1683,2020-03-05,0.0,0.0,0.0
103,138,,Albania,41.1533,20.1683,2020-03-06,0.0,0.0,0.0
104,139,,Albania,41.1533,20.1683,2020-03-07,0.0,0.0,0.0
105,140,,Albania,41.1533,20.1683,2020-03-08,0.0,0.0,0.0
106,141,,Albania,41.1533,20.1683,2020-03-09,2.0,0.0,0.0
107,142,,Albania,41.1533,20.1683,2020-03-10,10.0,0.0,0.0
108,143,,Albania,41.1533,20.1683,2020-03-11,12.0,1.0,0.0
109,144,,Albania,41.1533,20.1683,2020-03-12,23.0,1.0,0.0
110,145,,Albania,41.1533,20.1683,2020-03-13,33.0,1.0,0.0
111,146,,Albania,41.1533,20.1683,2020-03-14,38.0,1.0,0.0
112,147,,Albania,41.1533,20.1683,2020-03-15,42.0,1.0,0.0
113,148,,Albania,41.1533,20.1683,2020-03-16,51.0,1.0,0.0
114,149,,Albania,41.1533,20.1683,2020-03-17,55.0,1.0,0.0
115,150,,Albania,41.1533,20.1683,2020-03-18,59.0,2.0,0.0
116,151,,Albania,41.1533,20.1683,2020-03-19,64.0,2.0,0.0
117,152,,Albania,41.1533,20.1683,2020-03-20,70.0,2.0,0.0
118,187,,Algeria,28.0339,1.6596,2020-01-22,0.0,0.0,0.0
119,188,,Algeria,28.0339,1.6596,2020-01-23,0.0,0.0,0.0
120,189,,Algeria,28.0339,1.6596,2020-01-24,0.0,0.0,0.0
121,190,,Algeria,28.0339,1.6596,2020-01-25,0.0,0.0,0.0
122,191,,Algeria,28.0339,1.6596,2020-01-26,0.0,0.0,0.0
123,192,,Algeria,28.0339,1.6596,2020-01-27,0.0,0.0,0.0
124,193,,Algeria,28.0339,1.6596,2020-01-28,0.0,0.0,0.0
125,194,,Algeria,28.0339,1.6596,2020-01-29,0.0,0.0,0.0
126,195,,Algeria,28.0339,1.6596,2020-01-30,0.0,0.0,0.0
127,196,,Algeria,28.0339,1.6596,2020-01-31,0.0,0.0,0.0
128,197,,Algeria,28.0339,1.6596,2020-02-01,0.0,0.0,0.0
129,198,,Algeria,28.0339,1.6596,2020-02-02,0.0,0.0,0.0
130,199,,Algeria,28.0339,1.6596,2020-02-03,0.0,0.0,0.0
131,200,,Algeria,28.0339,1.6596,2020-02-04,0.0,0.0,0.0
132,201,,Algeria,28.0339,1.6596,2020-02-05,0.0,0.0,0.0
133,202,,Algeria,28.0339,1.6596,2020-02-06,0.0,0.0,0.0
134,203,,Algeria,28.0339,1.6596,2020-02-07,0.0,0.0,0.0
135,204,,Algeria,28.0339,1.6596,2020-02-08,0.0,0.0,0.0
136,205,,Algeria,28.0339,1.6596,2020-02-09,0.0,0.0,0.0
137,206,,Algeria,28.0339,1.6596,2020-02-10,0.0,0.0,0.0
138,207,,Algeria,28.0339,1.6596,2020-02-11,0.0,0.0,0.0
139,208,,Algeria,28.0339,1.6596,2020-02-12,0.0,0.0,0.0
140,209,,Algeria,28.0339,1.6596,2020-02-13,0.0,0.0,0.0
141,210,,Algeria,28.0339,1.6596,2020-02-14,0.0,0.0,0.0
142,211,,Algeria,28.0339,1.6596,2020-02-15,0.0,0.0,0.0
143,212,,Algeria,28.0339,1.6596,2020-02-16,0.0,0.0,0.0
144,213,,Algeria,28.0339,1.6596,2020-02-17,0.0,0.0,0.0
145,214,,Algeria,28.0339,1.6596,2020-02-18,0.0,0.0,0.0
146,215,,Algeria,28.0339,1.6596,2020-02-19,0.0,0.0,0.0
147,216,,Algeria,28.0339,1.6596,2020-02-20,0.0,0.0,0.0
148,217,,Algeria,28.0339,1.6596,2020-02-21,0.0,0.0,0.0
149,218,,Algeria,28.0339,1.6596,2020-02-22,0.0,0.0,0.0
150,219,,Algeria,28.0339,1.6596,2020-02-23,0.0,0.0,0.0
151,220,,Algeria,28.0339,1.6596,2020-02-24,0.0,0.0,0.0
152,221,,Algeria,28.0339,1.6596,2020-02-25,1.0,0.0,0.0
153,222,,Algeria,28.0339,1.6596,2020-02-26,1.0,0.0,0.0
154,223,,Algeria,28.0339,1.6596,2020-02-27,1.0,0.0,0.0
155,224,,Algeria,28.0339,1.6596,2020-02-28,1.0,0.0,0.0
156,225,,Algeria,28.0339,1.6596,2020-02-29,1.0,0.0,0.0
157,226,,Algeria,28.0339,1.6596,2020-03-01,1.0,0.0,0.0
158,227,,Algeria,28.0339,1.6596,2020-03-02,3.0,0.0,0.0
159,228,,Algeria,28.0339,1.6596,2020-03-03,5.0,0.0,0.0
160,229,,Algeria,28.0339,1.6596,2020-03-04,12.0,0.0,0.0
161,230,,Algeria,28.0339,1.6596,2020-03-05,12.0,0.0,0.0
162,231,,Algeria,28.0339,1.6596,2020-03-06,17.0,0.0,0.0
163,232,,Algeria,28.0339,1.6596,2020-03-07,17.0,0.0,0.0
164,233,,Algeria,28.0339,1.6596,2020-03-08,19.0,0.0,0.0
165,234,,Algeria,28.0339,1.6596,2020-03-09,20.0,0.0,0.0
166,235,,Algeria,28.0339,1.6596,2020-03-10,20.0,0.0,0.0
167,236,,Algeria,28.0339,1.6596,2020-03-11,20.0,0.0,0.0
168,237,,Algeria,28.0339,1.6596,2020-03-12,24.0,1.0,0.0
169,238,,Algeria,28.0339,1.6596,2020-03-13,26.0,2.0,0.0
170,239,,Algeria,28.0339,1.6596,2020-03-14,37.0,3.0,0.0
171,240,,Algeria,28.0339,1.6596,2020-03-15,48.0,4.0,0.0
172,241,,Algeria,28.0339,1.6596,2020-03-16,54.0,4.0,0.0
173,242,,Algeria,28.0339,1.6596,2020-03-17,60.0,4.0,0.0
174,243,,Algeria,28.0339,1.6596,2020-03-18,74.0,7.0,0.0
175,244,,Algeria,28.0339,1.6596,2020-03-19,87.0,9.0,0.0
176,245,,Algeria,28.0339,1.6596,2020-03-20,90.0,11.0,0.0
177,280,,Andorra,42.5063,1.5218,2020-01-22,0.0,0.0,0.0
178,281,,Andorra,42.5063,1.5218,2020-01-23,0.0,0.0,0.0
179,282,,Andorra,42.5063,1.5218,2020-01-24,0.0,0.0,0.0
180,283,,Andorra,42.5063,1.5218,2020-01-25,0.0,0.0,0.0
181,284,,Andorra,42.5063,1.5218,2020-01-26,0.0,0.0,0.0
182,285,,Andorra,42.5063,1.5218,2020-01-27,0.0,0.0,0.0
183,286,,Andorra,42.5063,1.5218,2020-01-28,0.0,0.0,0.0
184,287,,Andorra,42.5063,1.5218,2020-01-29,0.0,0.0,0.0
185,288,,Andorra,42.5063,1.5218,2020-01-30,0.0,0.0,0.0
186,289,,Andorra,42.5063,1.5218,2020-01-31,0.0,0.0,0.0
187,290,,Andorra,42.5063,1.5218,2020-02-01,0.0,0.0,0.0
188,291,,Andorra,42.5063,1.5218,2020-02-02,0.0,0.0,0.0
189,292,,Andorra,42.5063,1.5218,2020-02-03,0.0,0.0,0.0
190,293,,Andorra,42.5063,1.5218,2020-02-04,0.0,0.0,0.0
191,294,,Andorra,42.5063,1.5218,2020-02-05,0.0,0.0,0.0
192,295,,Andorra,42.5063,1.5218,2020-02-06,0.0,0.0,0.0
193,296,,Andorra,42.5063,1.5218,2020-02-07,0.0,0.0,0.0
194,297,,Andorra,42.5063,1.5218,2020-02-08,0.0,0.0,0.0
195,298,,Andorra,42.5063,1.5218,2020-02-09,0.0,0.0,0.0
196,299,,Andorra,42.5063,1.5218,2020-02-10,0.0,0.0,0.0
197,300,,Andorra,42.5063,1.5218,2020-02-11,0.0,0.0,0.0
198,301,,Andorra,42.5063,1.5218,2020-02-12,0.0,0.0,0.0
199,302,,Andorra,42.5063,1.5218,2020-02-13,0.0,0.0,0.0
200,303,,Andorra,42.5063,1.5218,2020-02-14,0.0,0.0,0.0
201,304,,Andorra,42.5063,1.5218,2020-02-15,0.0,0.0,0.0
202,305,,Andorra,42.5063,1.5218,2020-02-16,0.0,0.0,0.0
203,306,,Andorra,42.5063,1.5218,2020-02-17,0.0,0.0,0.0
204,307,,Andorra,42.5063,1.5218,2020-02-18,0.0,0.0,0.0
205,308,,Andorra,42.5063,1.5218,2020-02-19,0.0,0.0,0.0
206,309,,Andorra,42.5063,1.5218,2020-02-20,0.0,0.0,0.0
207,310,,Andorra,42.5063,1.5218,2020-02-21,0.0,0.0,0.0
208,311,,Andorra,42.5063,1.5218,2020-02-22,0.0,0.0,0.0
209,312,,Andorra,42.5063,1.5218,2020-02-23,0.0,0.0,0.0
210,313,,Andorra,42.5063,1.5218,2020-02-24,0.0,0.0,0.0
211,314,,Andorra,42.5063,1.5218,2020-02-25,0.0,0.0,0.0
212,315,,Andorra,42.5063,1.5218,2020-02-26,0.0,0.0,0.0
213,316,,Andorra,42.5063,1.5218,2020-02-27,0.0,0.0,0.0
214,317,,Andorra,42.5063,1.5218,2020-02-28,0.0,0.0,0.0
215,318,,Andorra,42.5063,1.5218,2020-02-29,0.0,0.0,0.0
216,319,,Andorra,42.5063,1.5218,2020-03-01,0.0,0.0,0.0
217,320,,Andorra,42.5063,1.5218,2020-03-02,1.0,0.0,0.0
218,321,,Andorra,42.5063,1.5218,2020-03-03,1.0,0.0,0.0
219,322,,Andorra,42.5063,1.5218,2020-03-04,1.0,0.0,0.0
220,323,,Andorra,42.5063,1.5218,2020-03-05,1.0,0.0,0.0
221,324,,Andorra,42.5063,1.5218,2020-03-06,1.0,0.0,0.0
222,325,,Andorra,42.5063,1.5218,2020-03-07,1.0,0.0,0.0
223,326,,Andorra,42.5063,1.5218,2020-03-08,1.0,0.0,0.0
224,327,,Andorra,42.5063,1.5218,2020-03-09,1.0,0.0,0.0
225,328,,Andorra,42.5063,1.5218,2020-03-10,1.0,0.0,0.0
226,329,,Andorra,42.5063,1.5218,2020-03-11,1.0,0.0,0.0
227,330,,Andorra,42.5063,1.5218,2020-03-12,1.0,0.0,0.0
228,331,,Andorra,42.5063,1.5218,2020-03-13,1.0,0.0,0.0
229,332,,Andorra,42.5063,1.5218,2020-03-14,1.0,0.0,0.0
230,333,,Andorra,42.5063,1.5218,2020-03-15,1.0,0.0,0.0
231,334,,Andorra,42.5063,1.5218,2020-03-16,2.0,0.0,0.0
232,335,,Andorra,42.5063,1.5218,2020-03-17,39.0,0.0,0.0
233,336,,Andorra,42.5063,1.5218,2020-03-18,39.0,0.0,0.0
234,337,,Andorra,42.5063,1.5218,2020-03-19,53.0,0.0,0.0
235,338,,Andorra,42.5063,1.5218,2020-03-20,75.0,0.0,0.0
236,373,,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0.0,0.0,0.0
237,374,,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0.0,0.0,0.0
238,375,,Antigua and Barbuda,17.0608,-61.7964,2020-01-24,0.0,0.0,0.0
239,376,,Antigua and Barbuda,17.0608,-61.7964,2020-01-25,0.0,0.0,0.0
240,377,,Antigua and Barbuda,17.0608,-61.7964,2020-01-26,0.0,0.0,0.0
241,378,,Antigua and Barbuda,17.0608,-61.7964,2020-01-27,0.0,0.0,0.0
242,379,,Antigua and Barbuda,17.0608,-61.7964,2020-01-28,0.0,0.0,0.0
243,380,,Antigua and Barbuda,17.0608,-61.7964,2020-01-29,0.0,0.0,0.0
244,381,,Antigua and Barbuda,17.0608,-61.7964,2020-01-30,0.0,0.0,0.0
245,382,,Antigua and Barbuda,17.0608,-61.7964,2020-01-31,0.0,0.0,0.0
246,383,,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0.0,0.0,0.0
247,384,,Antigua and Barbuda,17.0608,-61.7964,2020-02-02,0.0,0.0,0.0
248,385,,Antigua and Barbuda,17.0608,-61.7964,2020-02-03,0.0,0.0,0.0
249,386,,Antigua and Barbuda,17.0608,-61.7964,2020-02-04,0.0,0.0,0.0
250,387,,Antigua and Barbuda,17.0608,-61.7964,2020-02-05,0.0,0.0,0.0
251,388,,Antigua and Barbuda,17.0608,-61.7964,2020-02-06,0.0,0.0,0.0
252,389,,Antigua and Barbuda,17.0608,-61.7964,2020-02-07,0.0,0.0,0.0
253,390,,Antigua and Barbuda,17.0608,-61.7964,2020-02-08,0.0,0.0,0.0
254,391,,Antigua and Barbuda,17.0608,-61.7964,2020-02-09,0.0,0.0,0.0
255,392,,Antigua and Barbuda,17.0608,-61.7964,2020-02-10,0.0,0.0,0.0
256,393,,Antigua and Barbuda,17.0608,-61.7964,2020-02-11,0.0,0.0,0.0
257,394,,Antigua and Barbuda,17.0608,-61.7964,2020-02-12,0.0,0.0,0.0
258,395,,Antigua and Barbuda,17.0608,-61.7964,2020-02-13,0.0,0.0,0.0
259,396,,Antigua and Barbuda,17.0608,-61.7964,2020-02-14,0.0,0.0,0.0
260,397,,Antigua and Barbuda,17.0608,-61.7964,2020-02-15,0.0,0.0,0.0
261,398,,Antigua and Barbuda,17.0608,-61.7964,2020-02-16,0.0,0.0,0.0
262,399,,Antigua and Barbuda,17.0608,-61.7964,2020-02-17,0.0,0.0,0.0
263,400,,Antigua and Barbuda,17.0608,-61.7964,2020-02-18,0.0,0.0,0.0
264,401,,Antigua and Barbuda,17.0608,-61.7964,2020-02-19,0.0,0.0,0.0
265,402,,Antigua and Barbuda,17.0608,-61.7964,2020-02-20,0.0,0.0,0.0
266,403,,Antigua and Barbuda,17.0608,-61.7964,2020-02-21,0.0,0.0,0.0
267,404,,Antigua and Barbuda,17.0608,-61.7964,2020-02-22,0.0,0.0,0.0
268,405,,Antigua and Barbuda,17.0608,-61.7964,2020-02-23,0.0,0.0,0.0
269,406,,Antigua and Barbuda,17.0608,-61.7964,2020-02-24,0.0,0.0,0.0
270,407,,Antigua and Barbuda,17.0608,-61.7964,2020-02-25,0.0,0.0,0.0
271,408,,Antigua and Barbuda,17.0608,-61.7964,2020-02-26,0.0,0.0,0.0
272,409,,Antigua and Barbuda,17.0608,-61.7964,2020-02-27,0.0,0.0,0.0
273,410,,Antigua and Barbuda,17.0608,-61.7964,2020-02-28,0.0,0.0,0.0
274,411,,Antigua and Barbuda,17.0608,-61.7964,2020-02-29,0.0,0.0,0.0
275,412,,Antigua and Barbuda,17.0608,-61.7964,2020-03-01,0.0,0.0,0.0
276,413,,Antigua and Barbuda,17.0608,-61.7964,2020-03-02,0.0,0.0,0.0
277,414,,Antigua and Barbuda,17.0608,-61.7964,2020-03-03,0.0,0.0,0.0
278,415,,Antigua and Barbuda,17.0608,-61.7964,2020-03-04,0.0,0.0,0.0
279,416,,Antigua and Barbuda,17.0608,-61.7964,2020-03-05,0.0,0.0,0.0
280,417,,Antigua and Barbuda,17.0608,-61.7964,2020-03-06,0.0,0.0,0.0
281,418,,Antigua and Barbuda,17.0608,-61.7964,2020-03-07,0.0,0.0,0.0
282,419,,Antigua and Barbuda,17.0608,-61.7964,2020-03-08,0.0,0.0,0.0
283,420,,Antigua and Barbuda,17.0608,-61.7964,2020-03-09,0.0,0.0,0.0
284,421,,Antigua and Barbuda,17.0608,-61.7964,2020-03-10,0.0,0.0,0.0
285,422,,Antigua and Barbuda,17.0608,-61.7964,2020-03-11,0.0,0.0,0.0
286,423,,Antigua and Barbuda,17.0608,-61.7964,2020-03-12,0.0,0.0,0.0
287,424,,Antigua and Barbuda,17.0608,-61.7964,2020-03-13,1.0,0.0,0.0
288,425,,Antigua and Barbuda,17.0608,-61.7964,2020-03-14,1.0,0.0,0.0
289,426,,Antigua and Barbuda,17.0608,-61.7964,2020-03-15,1.0,0.0,0.0
290,427,,Antigua and Barbuda,17.0608,-61.7964,2020-03-16,1.0,0.0,0.0
291,428,,Antigua and Barbuda,17.0608,-61.7964,2020-03-17,1.0,0.0,0.0
292,429,,Antigua and Barbuda,17.0608,-61.7964,2020-03-18,1.0,0.0,0.0
293,430,,Antigua and Barbuda,17.0608,-61.7964,2020-03-19,1.0,0.0,0.0
294,431,,Antigua and Barbuda,17.0608,-61.7964,2020-03-20,1.0,0.0,0.0
295,466,,Argentina,-38.4161,-63.6167,2020-01-22,0.0,0.0,0.0
296,467,,Argentina,-38.4161,-63.6167,2020-01-23,0.0,0.0,0.0
297,468,,Argentina,-38.4161,-63.6167,2020-01-24,0.0,0.0,0.0
298,469,,Argentina,-38.4161,-63.6167,2020-01-25,0.0,0.0,0.0
299,470,,Argentina,-38.4161,-63.6167,2020-01-26,0.0,0.0,0.0
300,471,,Argentina,-38.4161,-63.6167,2020-01-27,0.0,0.0,0.0
301,472,,Argentina,-38.4161,-63.6167,2020-01-28,0.0,0.0,0.0
302,473,,Argentina,-38.4161,-63.6167,2020-01-29,0.0,0.0,0.0
303,474,,Argentina,-38.4161,-63.6167,2020-01-30,0.0,0.0,0.0
304,475,,Argentina,-38.4161,-63.6167,2020-01-31,0.0,0.0,0.0
305,476,,Argentina,-38.4161,-63.6167,2020-02-01,0.0,0.0,0.0
306,477,,Argentina,-38.4161,-63.6167,2020-02-02,0.0,0.0,0.0
307,478,,Argentina,-38.4161,-63.6167,2020-02-03,0.0,0.0,0.0
308,479,,Argentina,-38.4161,-63.6167,2020-02-04,0.0,0.0,0.0
309,480,,Argentina,-38.4161,-63.6167,2020-02-05,0.0,0.0,0.0
310,481,,Argentina,-38.4161,-63.6167,2020-02-06,0.0,0.0,0.0
311,482,,Argentina,-38.4161,-63.6167,2020-02-07,0.0,0.0,0.0
312,483,,Argentina,-38.4161,-63.6167,2020-02-08,0.0,0.0,0.0
313,484,,Argentina,-38.4161,-63.6167,2020-02-09,0.0,0.0,0.0
314,485,,Argentina,-38.4161,-63.6167,2020-02-10,0.0,0.0,0.0
315,486,,Argentina,-38.4161,-63.6167,2020-02-11,0.0,0.0,0.0
316,487,,Argentina,-38.4161,-63.6167,2020-02-12,0.0,0.0,0.0
317,488,,Argentina,-38.4161,-63.6167,2020-02-13,0.0,0.0,0.0
318,489,,Argentina,-38.4161,-63.6167,2020-02-14,0.0,0.0,0.0
319,490,,Argentina,-38.4161,-63.6167,2020-02-15,0.0,0.0,0.0
320,491,,Argentina,-38.4161,-63.6167,2020-02-16,0.0,0.0,0.0
321,492,,Argentina,-38.4161,-63.6167,2020-02-17,0.0,0.0,0.0
322,493,,Argentina,-38.4161,-63.6167,2020-02-18,0.0,0.0,0.0
323,494,,Argentina,-38.4161,-63.6167,2020-02-19,0.0,0.0,0.0
324,495,,Argentina,-38.4161,-63.6167,2020-02-20,0.0,0.0,0.0
325,496,,Argentina,-38.4161,-63.6167,2020-02-21,0.0,0.0,0.0
326,497,,Argentina,-38.4161,-63.6167,2020-02-22,0.0,0.0,0.0
327,498,,Argentina,-38.4161,-63.6167,2020-02-23,0.0,0.0,0.0
328,499,,Argentina,-38.4161,-63.6167,2020-02-24,0.0,0.0,0.0
329,500,,Argentina,-38.4161,-63.6167,2020-02-25,0.0,0.0,0.0
330,501,,Argentina,-38.4161,-63.6167,2020-02-26,0.0,0.0,0.0
331,502,,Argentina,-38.4161,-63.6167,2020-02-27,0.0,0.0,0.0
332,503,,Argentina,-38.4161,-63.6167,2020-02-28,0.0,0.0,0.0
333,504,,Argentina,-38.4161,-63.6167,2020-02-29,0.0,0.0,0.0
334,505,,Argentina,-38.4161,-63.6167,2020-03-01,0.0,0.0,0.0
335,506,,Argentina,-38.4161,-63.6167,2020-03-02,0.0,0.0,0.0
336,507,,Argentina,-38.4161,-63.6167,2020-03-03,1.0,0.0,0.0
337,508,,Argentina,-38.4161,-63.6167,2020-03-04,1.0,0.0,0.0
338,509,,Argentina,-38.4161,-63.6167,2020-03-05,1.0,0.0,0.0
339,510,,Argentina,-38.4161,-63.6167,2020-03-06,2.0,0.0,0.0
340,511,,Argentina,-38.4161,-63.6167,2020-03-07,8.0,0.0,0.0
341,512,,Argentina,-38.4161,-63.6167,2020-03-08,12.0,1.0,0.0
342,513,,Argentina,-38.4161,-63.6167,2020-03-09,12.0,1.0,0.0
343,514,,Argentina,-38.4161,-63.6167,2020-03-10,17.0,1.0,0.0
344,515,,Argentina,-38.4161,-63.6167,2020-03-11,19.0,1.0,0.0
345,516,,Argentina,-38.4161,-63.6167,2020-03-12,19.0,1.0,0.0
