,0,1,2,3,4,5,6,7,8,9
81,116,,Albania,41.1533,20.1683,2020-02-13,0.0,0.0,0.0,23
82,117,,Albania,41.1533,20.1683,2020-02-14,0.0,0.0,0.0,24
83,118,,Albania,41.1533,20.1683,2020-02-15,0.0,0.0,0.0,25
84,119,,Albania,41.1533,20.1683,2020-02-16,0.0,0.0,0.0,26
85,120,,Albania,41.1533,20.1683,2020-02-17,0.0,0.0,0.0,27
86,121,,Albania,41.1533,20.1683,2020-02-18,0.0,0.0,0.0,28
87,122,,Albania,41.1533,20.1683,2020-02-19,0.0,0.0,0.0,29
88,123,,Albania,41.1533,20.1683,2020-02-20,0.0,0.0,0.0,30
89,124,,Albania,41.1533,20.1683,2020-02-21,0.0,0.0,0.0,31
90,125,,Albania,41.1533,20.1683,2020-02-22,0.0,0.0,0.0,32
91,126,,Albania,41.1533,20.1683,2020-02-23,0.0,0.0,0.0,33
92,127,,Albania,41.1533,20.1683,2020-02-24,0.0,0.0,0.0,34
93,128,,Albania,41.1533,20.1683,2020-02-25,0.0,0.0,0.0,35
94,129,,Albania,41.1533,20.1683,2020-02-26,0.0,0.0,0.0,36
95,130,,Albania,41.1533,20.1683,2020-02-27,0.0,0.0,0.0,37
96,131,,Albania,41.1533,20.1683,2020-02-28,0.0,0.0,0.0,38
97,132,,Albania,41.1533,20.1683,2020-02-29,0.0,0.0,0.0,39
98,133,,Albania,41.1533,20.1683,2020-03-01,0.0,0.0,0.0,40
99,134,,Albania,41.1533,20.1683,2020-03-02,0.0,0.0,0.0,41
100,135,,Albania,41.1533,20.1683,2020-03-03,0.0,0.0,0.0,42
101,136,,Albania,41.1533,20.1683,2020-03-04,0.0,0.0,0.0,43
102,137,,Albania,41.1533,20.1683,2020-03-05,0.0,0.0,0.0,44
103,138,,Albania,41.1533,20.1683,2020-03-06,0.0,0.0,0.0,45
104,139,,Albania,41.1533,20.1683,2020-03-07,0.0,0.0,0.0,46
105,140,,Albania,41.1533,20.1683,2020-03-08,0.0,0.0,0.0,47
106,141,,Albania,41.1533,20.1683,2020-03-09,2.0,0.0,0.0,48
107,142,,Albania,41.1533,20.1683,2020-03-10,10.0,0.0,0.0,49
108,143,,Albania,41.1533,20.1683,2020-03-11,12.0,1.0,0.0,50
109,144,,Albania,41.1533,20.1683,2020-03-12,23.0,1.0,0.0,51
110,145,,Albania,41.1533,20.1683,2020-03-13,33.0,1.0,0.0,52
111,146,,Albania,41.1533,20.1683,2020-03-14,38.0,1.0,0.0,53
112,147,,Albania,41.1533,20.1683,2020-03-15,42.0,1.0,0.0,54
113,148,,Albania,41.1533,20.1683,2020-03-16,51.0,1.0,0.0,55
114,149,,Albania,41.1533,20.1683,2020-03-17,55.0,1.0,0.0,56
115,150,,Albania,41.1533,20.1683,2020-03-18,59.0,2.0,0.0,57
116,151,,Albania,41.1533,20.1683,2020-03-19,64.0,2.0,0.0,58
117,152,,Albania,41.1533,20.1683,2020-03-20,70.0,2.0,0.0,59
118,187,,Algeria,28.0339,1.6596,2020-01-22,0.0,0.0,0.0,1
119,188,,Algeria,28.0339,1.6596,2020-01-23,0.0,0.0,0.0,2
120,189,,Algeria,28.0339,1.6596,2020-01-24,0.0,0.0,0.0,3
121,190,,Algeria,28.0339,1.6596,2020-01-25,0.0,0.0,0.0,4
122,191,,Algeria,28.0339,1.6596,2020-01-26,0.0,0.0,0.0,5
123,192,,Algeria,28.0339,1.6596,2020-01-27,0.0,0.0,0.0,6
124,193,,Algeria,28.0339,1.6596,2020-01-28,0.0,0.0,0.0,7
125,194,,Algeria,28.0339,1.6596,2020-01-29,0.0,0.0,0.0,8
126,195,,Algeria,28.0339,1.6596,2020-01-30,0.0,0.0,0.0,9
127,196,,Algeria,28.0339,1.6596,2020-01-31,0.0,0.0,0.0,10
128,197,,Algeria,28.0339,1.6596,2020-02-01,0.0,0.0,0.0,11
129,198,,Algeria,28.0339,1.6596,2020-02-02,0.0,0.0,0.0,12
130,199,,Algeria,28.0339,1.6596,2020-02-03,0.0,0.0,0.0,13
131,200,,Algeria,28.0339,1.6596,2020-02-04,0.0,0.0,0.0,14
132,201,,Algeria,28.0339,1.6596,2020-02-05,0.0,0.0,0.0,15
133,202,,Algeria,28.0339,1.6596,2020-02-06,0.0,0.0,0.0,16
134,203,,Algeria,28.0339,1.6596,2020-02-07,0.0,0.0,0.0,17
135,204,,Algeria,28.0339,1.6596,2020-02-08,0.0,0.0,0.0,18
136,205,,Algeria,28.0339,1.6596,2020-02-09,0.0,0.0,0.0,19
137,206,,Algeria,28.0339,1.6596,2020-02-10,0.0,0.0,0.0,20
138,207,,Algeria,28.0339,1.6596,2020-02-11,0.0,0.0,0.0,21
139,208,,Algeria,28.0339,1.6596,2020-02-12,0.0,0.0,0.0,22
140,209,,Algeria,28.0339,1.6596,2020-02-13,0.0,0.0,0.0,23
141,210,,Algeria,28.0339,1.6596,2020-02-14,0.0,0.0,0.0,24
142,211,,Algeria,28.0339,1.6596,2020-02-15,0.0,0.0,0.0,25
143,212,,Algeria,28.0339,1.6596,2020-02-16,0.0,0.0,0.0,26
144,213,,Algeria,28.0339,1.6596,2020-02-17,0.0,0.0,0.0,27
145,214,,Algeria,28.0339,1.6596,2020-02-18,0.0,0.0,0.0,28
146,215,,Algeria,28.0339,1.6596,2020-02-19,0.0,0.0,0.0,29
147,216,,Algeria,28.0339,1.6596,2020-02-20,0.0,0.0,0.0,30
148,217,,Algeria,28.0339,1.6596,2020-02-21,0.0,0.0,0.0,31
149,218,,Algeria,28.0339,1.6596,2020-02-22,0.0,0.0,0.0,32
150,219,,Algeria,28.0339,1.6596,2020-02-23,0.0,0.0,0.0,33
151,220,,Algeria,28.0339,1.6596,2020-02-24,0.0,0.0,0.0,34
152,221,,Algeria,28.0339,1.6596,2020-02-25,1.0,0.0,0.0,35
153,222,,Algeria,28.0339,1.6596,2020-02-26,1.0,0.0,0.0,36
154,223,,Algeria,28.0339,1.6596,2020-02-27,1.0,0.0,0.0,37
155,224,,Algeria,28.0339,1.6596,2020-02-28,1.0,0.0,0.0,38
156,225,,Algeria,28.0339,1.6596,2020-02-29,1.0,0.0,0.0,39
157,226,,Algeria,28.0339,1.6596,2020-03-01,1.0,0.0,0.0,40
158,227,,Algeria,28.0339,1.6596,2020-03-02,3.0,0.0,0.0,41
159,228,,Algeria,28.0339,1.6596,2020-03-03,5.0,0.0,0.0,42
160,229,,Algeria,28.0339,1.6596,2020-03-04,12.0,0.0,0.0,43
161,230,,Algeria,28.0339,1.6596,2020-03-05,12.0,0.0,0.0,44
162,231,,Algeria,28.0339,1.6596,2020-03-06,17.0,0.0,0.0,45
163,232,,Algeria,28.0339,1.6596,2020-03-07,17.0,0.0,0.0,46
164,233,,Algeria,28.0339,1.6596,2020-03-08,19.0,0.0,0.0,47
165,234,,Algeria,28.0339,1.6596,2020-03-09,20.0,0.0,0.0,48
166,235,,Algeria,28.0339,1.6596,2020-03-10,20.0,0.0,0.0,49
167,236,,Algeria,28.0339,1.6596,2020-03-11,20.0,0.0,0.0,50
168,237,,Algeria,28.0339,1.6596,2020-03-12,24.0,1.0,0.0,51
169,238,,Algeria,28.0339,1.6596,2020-03-13,26.0,2.0,0.0,52
170,239,,Algeria,28.0339,1.6596,2020-03-14,37.0,3.0,0.0,53
171,240,,Algeria,28.0339,1.6596,2020-03-15,48.0,4.0,0.0,54
172,241,,Algeria,28.0339,1.6596,2020-03-16,54.0,4.0,0.0,55
173,242,,Algeria,28.0339,1.6596,2020-03-17,60.0,4.0,0.0,56
174,243,,Algeria,28.0339,1.6596,2020-03-18,74.0,7.0,0.0,57
175,244,,Algeria,28.0339,1.6596,2020-03-19,87.0,9.0,0.0,58
176,245,,Algeria,28.0339,1.6596,2020-03-20,90.0,11.0,0.0,59
177,280,,Andorra,42.5063,1.5218,2020-01-22,0.0,0.0,0.0,1
178,281,,Andorra,42.5063,1.5218,2020-01-23,0.0,0.0,0.0,2
179,282,,Andorra,42.5063,1.5218,2020-01-24,0.0,0.0,0.0,3
180,283,,Andorra,42.5063,1.5218,2020-01-25,0.0,0.0,0.0,4
181,284,,Andorra,42.5063,1.5218,2020-01-26,0.0,0.0,0.0,5
182,285,,Andorra,42.5063,1.5218,2020-01-27,0.0,0.0,0.0,6
183,286,,Andorra,42.5063,1.5218,2020-01-28,0.0,0.0,0.0,7
184,287,,Andorra,42.5063,1.5218,2020-01-29,0.0,0.0,0.0,8
185,288,,Andorra,42.5063,1.5218,2020-01-30,0.0,0.0,0.0,9
186,289,,Andorra,42.5063,1.5218,2020-01-31,0.0,0.0,0.0,10
187,290,,Andorra,42.5063,1.5218,2020-02-01,0.0,0.0,0.0,11
188,291,,Andorra,42.5063,1.5218,2020-02-02,0.0,0.0,0.0,12
189,292,,Andorra,42.5063,1.5218,2020-02-03,0.0,0.0,0.0,13
190,293,,Andorra,42.5063,1.5218,2020-02-04,0.0,0.0,0.0,14
191,294,,Andorra,42.5063,1.5218,2020-02-05,0.0,0.0,0.0,15
192,295,,Andorra,42.5063,1.5218,2020-02-06,0.0,0.0,0.0,16
193,296,,Andorra,42.5063,1.5218,2020-02-07,0.0,0.0,0.0,17
194,297,,Andorra,42.5063,1.5218,2020-02-08,0.0,0.0,0.0,18
195,298,,Andorra,42.5063,1.5218,2020-02-09,0.0,0.0,0.0,19
196,299,,Andorra,42.5063,1.5218,2020-02-10,0.0,0.0,0.0,20
197,300,,Andorra,42.5063,1.5218,2020-02-11,0.0,0.0,0.0,21
198,301,,Andorra,42.5063,1.5218,2020-02-12,0.0,0.0,0.0,22
199,302,,Andorra,42.5063,1.5218,2020-02-13,0.0,0.0,0.0,23
200,303,,Andorra,42.5063,1.5218,2020-02-14,0.0,0.0,0.0,24
201,304,,Andorra,42.5063,1.5218,2020-02-15,0.0,0.0,0.0,25
202,305,,Andorra,42.5063,1.5218,2020-02-16,0.0,0.0,0.0,26
203,306,,Andorra,42.5063,1.5218,2020-02-17,0.0,0.0,0.0,27
204,307,,Andorra,42.5063,1.5218,2020-02-18,0.0,0.0,0.0,28
205,308,,Andorra,42.5063,1.5218,2020-02-19,0.0,0.0,0.0,29
206,309,,Andorra,42.5063,1.5218,2020-02-20,0.0,0.0,0.0,30
207,310,,Andorra,42.5063,1.5218,2020-02-21,0.0,0.0,0.0,31
208,311,,Andorra,42.5063,1.5218,2020-02-22,0.0,0.0,0.0,32
209,312,,Andorra,42.5063,1.5218,2020-02-23,0.0,0.0,0.0,33
210,313,,Andorra,42.5063,1.5218,2020-02-24,0.0,0.0,0.0,34
211,314,,Andorra,42.5063,1.5218,2020-02-25,0.0,0.0,0.0,35
212,315,,Andorra,42.5063,1.5218,2020-02-26,0.0,0.0,0.0,36
213,316,,Andorra,42.5063,1.5218,2020-02-27,0.0,0.0,0.0,37
214,317,,Andorra,42.5063,1.5218,2020-02-28,0.0,0.0,0.0,38
215,318,,Andorra,42.5063,1.5218,2020-02-29,0.0,0.0,0.0,39
216,319,,Andorra,42.5063,1.5218,2020-03-01,0.0,0.0,0.0,40
217,320,,Andorra,42.5063,1.5218,2020-03-02,1.0,0.0,0.0,41
218,321,,Andorra,42.5063,1.5218,2020-03-03,1.0,0.0,0.0,42
219,322,,Andorra,42.5063,1.5218,2020-03-04,1.0,0.0,0.0,43
220,323,,Andorra,42.5063,1.5218,2020-03-05,1.0,0.0,0.0,44
221,324,,Andorra,42.5063,1.5218,2020-03-06,1.0,0.0,0.0,45
222,325,,Andorra,42.5063,1.5218,2020-03-07,1.0,0.0,0.0,46
223,326,,Andorra,42.5063,1.5218,2020-03-08,1.0,0.0,0.0,47
224,327,,Andorra,42.5063,1.5218,2020-03-09,1.0,0.0,0.0,48
225,328,,Andorra,42.5063,1.5218,2020-03-10,1.0,0.0,0.0,49
226,329,,Andorra,42.5063,1.5218,2020-03-11,1.0,0.0,0.0,50
227,330,,Andorra,42.5063,1.5218,2020-03-12,1.0,0.0,0.0,51
228,331,,Andorra,42.5063,1.5218,2020-03-13,1.0,0.0,0.0,52
229,332,,Andorra,42.5063,1.5218,2020-03-14,1.0,0.0,0.0,53
230,333,,Andorra,42.5063,1.5218,2020-03-15,1.0,0.0,0.0,54
231,334,,Andorra,42.5063,1.5218,2020-03-16,2.0,0.0,0.0,55
232,335,,Andorra,42.5063,1.5218,2020-03-17,39.0,0.0,0.0,56
233,336,,Andorra,42.5063,1.5218,2020-03-18,39.0,0.0,0.0,57
234,337,,Andorra,42.5063,1.5218,2020-03-19,53.0,0.0,0.0,58
235,338,,Andorra,42.5063,1.5218,2020-03-20,75.0,0.0,0.0,59
236,373,,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0.0,0.0,0.0,1
237,374,,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0.0,0.0,0.0,2
238,375,,Antigua and Barbuda,17.0608,-61.7964,2020-01-24,0.0,0.0,0.0,3
239,376,,Antigua and Barbuda,17.0608,-61.7964,2020-01-25,0.0,0.0,0.0,4
240,377,,Antigua and Barbuda,17.0608,-61.7964,2020-01-26,0.0,0.0,0.0,5
241,378,,Antigua and Barbuda,17.0608,-61.7964,2020-01-27,0.0,0.0,0.0,6
242,379,,Antigua and Barbuda,17.0608,-61.7964,2020-01-28,0.0,0.0,0.0,7
243,380,,Antigua and Barbuda,17.0608,-61.7964,2020-01-29,0.0,0.0,0.0,8
244,381,,Antigua and Barbuda,17.0608,-61.7964,2020-01-30,0.0,0.0,0.0,9
245,382,,Antigua and Barbuda,17.0608,-61.7964,2020-01-31,0.0,0.0,0.0,10
246,383,,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0.0,0.0,0.0,11
247,384,,Antigua and Barbuda,17.0608,-61.7964,2020-02-02,0.0,0.0,0.0,12
248,385,,Antigua and Barbuda,17.0608,-61.7964,2020-02-03,0.0,0.0,0.0,13
249,386,,Antigua and Barbuda,17.0608,-61.7964,2020-02-04,0.0,0.0,0.0,14
250,387,,Antigua and Barbuda,17.0608,-61.7964,2020-02-05,0.0,0.0,0.0,15
251,388,,Antigua and Barbuda,17.0608,-61.7964,2020-02-06,0.0,0.0,0.0,16
252,389,,Antigua and Barbuda,17.0608,-61.7964,2020-02-07,0.0,0.0,0.0,17
253,390,,Antigua and Barbuda,17.0608,-61.7964,2020-02-08,0.0,0.0,0.0,18
254,391,,Antigua and Barbuda,17.0608,-61.7964,2020-02-09,0.0,0.0,0.0,19
255,392,,Antigua and Barbuda,17.0608,-61.7964,2020-02-10,0.0,0.0,0.0,20
256,393,,Antigua and Barbuda,17.0608,-61.7964,2020-02-11,0.0,0.0,0.0,21
257,394,,Antigua and Barbuda,17.0608,-61.7964,2020-02-12,0.0,0.0,0.0,22
258,395,,Antigua and Barbuda,17.0608,-61.7964,2020-02-13,0.0,0.0,0.0,23
259,396,,Antigua and Barbuda,17.0608,-61.7964,2020-02-14,0.0,0.0,0.0,24
260,397,,Antigua and Barbuda,17.0608,-61.7964,2020-02-15,0.0,0.0,0.0,25
261,398,,Antigua and Barbuda,17.0608,-61.7964,2020-02-16,0.0,0.0,0.0,26
262,399,,Antigua and Barbuda,17.0608,-61.7964,2020-02-17,0.0,0.0,0.0,27
263,400,,Antigua and Barbuda,17.0608,-61.7964,2020-02-18,0.0,0.0,0.0,28
264,401,,Antigua and Barbuda,17.0608,-61.7964,2020-02-19,0.0,0.0,0.0,29
265,402,,Antigua and Barbuda,17.0608,-61.7964,2020-02-20,0.0,0.0,0.0,30
266,403,,Antigua and Barbuda,17.0608,-61.7964,2020-02-21,0.0,0.0,0.0,31
267,404,,Antigua and Barbuda,17.0608,-61.7964,2020-02-22,0.0,0.0,0.0,32
268,405,,Antigua and Barbuda,17.0608,-61.7964,2020-02-23,0.0,0.0,0.0,33
269,406,,Antigua and Barbuda,17.0608,-61.7964,2020-02-24,0.0,0.0,0.0,34
270,407,,Antigua and Barbuda,17.0608,-61.7964,2020-02-25,0.0,0.0,0.0,35
271,408,,Antigua and Barbuda,17.0608,-61.7964,2020-02-26,0.0,0.0,0.0,36
272,409,,Antigua and Barbuda,17.0608,-61.7964,2020-02-27,0.0,0.0,0.0,37
273,410,,Antigua and Barbuda,17.0608,-61.7964,2020-02-28,0.0,0.0,0.0,38
274,411,,Antigua and Barbuda,17.0608,-61.7964,2020-02-29,0.0,0.0,0.0,39
275,412,,Antigua and Barbuda,17.0608,-61.7964,2020-03-01,0.0,0.0,0.0,40
276,413,,Antigua and Barbuda,17.0608,-61.7964,2020-03-02,0.0,0.0,0.0,41
277,414,,Antigua and Barbuda,17.0608,-61.7964,2020-03-03,0.0,0.0,0.0,42
278,415,,Antigua and Barbuda,17.0608,-61.7964,2020-03-04,0.0,0.0,0.0,43
279,416,,Antigua and Barbuda,17.0608,-61.7964,2020-03-05,0.0,0.0,0.0,44
280,417,,Antigua and Barbuda,17.0608,-61.7964,2020-03-06,0.0,0.0,0.0,45
281,418,,Antigua and Barbuda,17.0608,-61.7964,2020-03-07,0.0,0.0,0.0,46
282,419,,Antigua and Barbuda,17.0608,-61.7964,2020-03-08,0.0,0.0,0.0,47
283,420,,Antigua and Barbuda,17.0608,-61.7964,2020-03-09,0.0,0.0,0.0,48
284,421,,Antigua and Barbuda,17.0608,-61.7964,2020-03-10,0.0,0.0,0.0,49
285,422,,Antigua and Barbuda,17.0608,-61.7964,2020-03-11,0.0,0.0,0.0,50
286,423,,Antigua and Barbuda,17.0608,-61.7964,2020-03-12,0.0,0.0,0.0,51
287,424,,Antigua and Barbuda,17.0608,-61.7964,2020-03-13,1.0,0.0,0.0,52
288,425,,Antigua and Barbuda,17.0608,-61.7964,2020-03-14,1.0,0.0,0.0,53
289,426,,Antigua and Barbuda,17.0608,-61.7964,2020-03-15,1.0,0.0,0.0,54
290,427,,Antigua and Barbuda,17.0608,-61.7964,2020-03-16,1.0,0.0,0.0,55
291,428,,Antigua and Barbuda,17.0608,-61.7964,2020-03-17,1.0,0.0,0.0,56
292,429,,Antigua and Barbuda,17.0608,-61.7964,2020-03-18,1.0,0.0,0.0,57
293,430,,Antigua and Barbuda,17.0608,-61.7964,2020-03-19,1.0,0.0,0.0,58
294,431,,Antigua and Barbuda,17.0608,-61.7964,2020-03-20,1.0,0.0,0.0,59
295,466,,Argentina,-38.4161,-63.6167,2020-01-22,0.0,0.0,0.0,1
296,467,,Argentina,-38.4161,-63.6167,2020-01-23,0.0,0.0,0.0,2
297,468,,Argentina,-38.4161,-63.6167,2020-01-24,0.0,0.0,0.0,3
298,469,,Argentina,-38.4161,-63.6167,2020-01-25,0.0,0.0,0.0,4
299,470,,Argentina,-38.4161,-63.6167,2020-01-26,0.0,0.0,0.0,5
300,471,,Argentina,-38.4161,-63.6167,2020-01-27,0.0,0.0,0.0,6
301,472,,Argentina,-38.4161,-63.6167,2020-01-28,0.0,0.0,0.0,7
302,473,,Argentina,-38.4161,-63.6167,2020-01-29,0.0,0.0,0.0,8
303,474,,Argentina,-38.4161,-63.6167,2020-01-30,0.0,0.0,0.0,9
304,475,,Argentina,-38.4161,-63.6167,2020-01-31,0.0,0.0,0.0,10
305,476,,Argentina,-38.4161,-63.6167,2020-02-01,0.0,0.0,0.0,11
306,477,,Argentina,-38.4161,-63.6167,2020-02-02,0.0,0.0,0.0,12
307,478,,Argentina,-38.4161,-63.6167,2020-02-03,0.0,0.0,0.0,13
308,479,,Argentina,-38.4161,-63.6167,2020-02-04,0.0,0.0,0.0,14
309,480,,Argentina,-38.4161,-63.6167,2020-02-05,0.0,0.0,0.0,15
310,481,,Argentina,-38.4161,-63.6167,2020-02-06,0.0,0.0,0.0,16
311,482,,Argentina,-38.4161,-63.6167,2020-02-07,0.0,0.0,0.0,17
312,483,,Argentina,-38.4161,-63.6167,2020-02-08,0.0,0.0,0.0,18
313,484,,Argentina,-38.4161,-63.6167,2020-02-09,0.0,0.0,0.0,19
314,485,,Argentina,-38.4161,-63.6167,2020-02-10,0.0,0.0,0.0,20
315,486,,Argentina,-38.4161,-63.6167,2020-02-11,0.0,0.0,0.0,21
316,487,,Argentina,-38.4161,-63.6167,2020-02-12,0.0,0.0,0.0,22
317,488,,Argentina,-38.4161,-63.6167,2020-02-13,0.0,0.0,0.0,23
318,489,,Argentina,-38.4161,-63.6167,2020-02-14,0.0,0.0,0.0,24
319,490,,Argentina,-38.4161,-63.6167,2020-02-15,0.0,0.0,0.0,25
320,491,,Argentina,-38.4161,-63.6167,2020-02-16,0.0,0.0,0.0,26
321,492,,Argentina,-38.4161,-63.6167,2020-02-17,0.0,0.0,0.0,27
322,493,,Argentina,-38.4161,-63.6167,2020-02-18,0.0,0.0,0.0,28
323,494,,Argentina,-38.4161,-63.6167,2020-02-19,0.0,0.0,0.0,29
324,495,,Argentina,-38.4161,-63.6167,2020-02-20,0.0,0.0,0.0,30
325,496,,Argentina,-38.4161,-63.6167,2020-02-21,0.0,0.0,0.0,31
326,497,,Argentina,-38.4161,-63.6167,2020-02-22,0.0,0.0,0.0,32
327,498,,Argentina,-38.4161,-63.6167,2020-02-23,0.0,0.0,0.0,33
328,499,,Argentina,-38.4161,-63.6167,2020-02-24,0.0,0.0,0.0,34
329,500,,Argentina,-38.4161,-63.6167,2020-02-25,0.0,0.0,0.0,35
